order_id,customer_id,order_date
ORD00736,CUST0049,2024-01-12
ORD00737,CUST0290,2024-11-06
ORD00738,CUST0103,2024-03-04
ORD00739,CUST0186,2024-05-21
ORD00740,CUST0107,2024-10-12
ORD00741,CUST0245,2024-01-12
ORD00742,CUST0047,2024-11-01
ORD00743,CUST0029,2024-04-27
ORD00744,CUST0102,2024-05-30
ORD00745,CUST0194,2024-09-21
ORD00746,CUST0176,2024-12-08
ORD00747,CUST0055,2024-08-07
ORD00748,CUST0289,2024-12-11
ORD00749,CUST0152,2024-11-28
ORD00750,CUST0282,2024-08-22
ORD00751,CUST0164,2024-05-10
ORD00752,CUST0059,2024-08-21
ORD00753,CUST0022,2024-06-18
ORD00754,CUST0122,2024-12-30
ORD00755,CUST0007,2024-03-28
ORD00756,CUST0059,2024-09-30
ORD00757,CUST0158,2024-05-16
ORD00758,CUST0001,2024-03-20
ORD00759,CUST0106,2024-03-07
ORD00760,CUST0094,2024-06-02
ORD00761,CUST0187,2024-06-15
ORD00762,CUST0073,2024-07-04
ORD00763,CUST0192,2024-02-26
ORD00764,CUST0185,2024-02-24
ORD00765,CUST0218,2024-06-20
ORD00766,CUST0180,2024-07-26
ORD00767,CUST0058,2024-07-14
ORD00768,CUST0028,2024-09-15
ORD00769,CUST0040,2024-06-18
ORD00770,CUST0227,2024-11-12
ORD00771,CUST0289,2024-07-23
ORD00772,CUST0256,2024-02-02
ORD00773,CUST0246,2024-04-30
ORD00774,CUST0230,2024-06-09
ORD00775,CUST0222,2024-04-04
ORD00776,CUST0266,2024-04-14
ORD00777,CUST0031,2024-12-22
ORD00778,CUST0257,2024-07-23
ORD00779,CUST0185,2024-02-22
ORD00780,CUST0168,2024-02-28
ORD00781,CUST0164,2024-10-13
ORD00782,CUST0284,2024-11-07
ORD00783,CUST0286,2024-07-05
ORD00784,CUST0272,2024-09-20
ORD00785,CUST0001,2024-05-14
ORD00786,CUST0197,2024-09-10
ORD00787,CUST0220,2024-11-15
ORD00788,CUST0096,2024-06-26
ORD00789,CUST0114,2024-11-07
ORD00790,CUST0278,2024-08-26
ORD00791,CUST0272,2024-04-28
ORD00792,CUST0223,2024-11-20
ORD00793,CUST0094,2024-07-02
ORD00794,CUST0163,2024-06-01
ORD00795,CUST0088,2024-01-17
ORD00796,CUST0217,2024-01-11
ORD00797,CUST0280,2024-02-10
ORD00798,CUST0125,2024-03-29
ORD00799,CUST0015,2024-12-11
ORD00800,CUST0203,2024-08-21
ORD00801,CUST0268,2024-10-02
ORD00802,CUST0233,2024-05-24
ORD00803,CUST0234,2024-06-24
ORD00804,CUST0127,2024-06-24
ORD00805,CUST0064,2024-06-12
ORD00806,CUST0181,2024-06-10
ORD00807,CUST0208,2024-01-12
ORD00808,CUST0026,2024-07-17
ORD00809,CUST0249,2024-06-18
ORD00810,CUST0057,2024-12-08
ORD00811,CUST0026,2024-12-13
ORD00812,CUST0285,2024-07-06
ORD00813,CUST0169,2024-04-02
ORD00814,CUST0144,2024-09-27
ORD00815,CUST0043,2024-10-27
ORD00816,CUST0196,2024-09-19
ORD00817,CUST0080,2024-04-05
ORD00818,CUST0085,2024-12-06
ORD00819,CUST0071,2024-12-14
ORD00820,CUST0269,2024-05-31
ORD00821,CUST0299,2024-07-11
ORD00822,CUST0058,2024-07-25
ORD00823,CUST0133,2024-05-21
ORD00824,CUST0239,2024-01-21
ORD00825,CUST0029,2024-05-07
ORD00826,CUST0063,2024-05-14
ORD00827,CUST0034,2024-02-16
ORD00828,CUST0016,2024-11-18
ORD00829,CUST0106,2024-01-17
ORD00830,CUST0233,2024-03-26
ORD00831,CUST0222,2024-05-21
ORD00832,CUST0142,2024-10-23
ORD00833,CUST0237,2024-05-19
ORD00834,CUST0208,2024-08-30
ORD00835,CUST0190,2024-01-20
ORD00836,CUST0260,2024-11-08
ORD00837,CUST0159,2024-11-10
ORD00838,CUST0271,2024-05-09
ORD00839,CUST0061,2024-09-03
ORD00840,CUST0073,2024-07-16
ORD00841,CUST0199,2024-01-29
ORD00842,CUST0069,2024-07-01
ORD00843,CUST0107,2024-01-28
ORD00844,CUST0077,2024-09-14
ORD00845,CUST0080,2024-01-29
ORD00846,CUST0264,2024-05-19
ORD00847,CUST0204,2024-11-04
ORD00848,CUST0116,2024-12-14
ORD00849,CUST0134,2024-05-12
ORD00850,CUST0298,2024-11-19
ORD00851,CUST0145,2024-05-20
ORD00852,CUST0187,2024-11-24
ORD00853,CUST0025,2024-07-01
ORD00854,CUST0040,2024-02-15
ORD00855,CUST0167,2024-12-22
ORD00856,CUST0065,2024-05-01
ORD00857,CUST0052,2024-07-21
ORD00858,CUST0083,2024-01-29
ORD00859,CUST0162,2024-05-09
ORD00860,CUST0162,2024-11-17
ORD00861,CUST0233,2024-05-10
ORD00862,CUST0258,2024-08-17
ORD00863,CUST0189,2024-11-29
ORD00864,CUST0069,2024-07-28
ORD00865,CUST0186,2024-09-04
ORD00866,CUST0282,2024-09-12
ORD00867,CUST0151,2024-02-12
ORD00868,CUST0118,2024-05-11
ORD00869,CUST0242,2024-11-07
ORD00870,CUST0021,2024-02-29
ORD00871,CUST0246,2024-07-02
ORD00872,CUST0166,2024-08-06
ORD00873,CUST0249,2024-12-02
ORD00874,CUST0019,2024-10-05
ORD00875,CUST0271,2024-11-03
ORD00876,CUST0043,2024-11-24
ORD00877,CUST0205,2024-09-07
ORD00878,CUST0258,2024-11-30
ORD00879,CUST0013,2024-01-05
ORD00880,CUST0167,2024-11-10
ORD00881,CUST0062,2024-07-05
ORD00882,CUST0158,2024-03-10
ORD00883,CUST0127,2024-11-13
ORD00884,CUST0054,2024-06-14
ORD00885,CUST0276,2024-04-23
ORD00886,CUST0284,2024-09-07
ORD00887,CUST0205,2024-09-12
ORD00888,CUST0180,2024-05-31
ORD00889,CUST0088,2024-12-02
ORD00890,CUST0158,2024-07-18
ORD00891,CUST0101,2024-02-14
ORD00892,CUST0126,2024-08-05
ORD00893,CUST0016,2024-11-20
ORD00894,CUST0175,2024-03-05
ORD00895,CUST0022,2024-06-30
ORD00896,CUST0226,2024-05-25
ORD00897,CUST0116,2024-09-05
ORD00898,CUST0228,2024-11-27
ORD00899,CUST0008,2024-08-14
ORD00900,CUST0298,2024-12-22
ORD00901,CUST0139,2024-06-26
ORD00902,CUST0060,2024-05-18
ORD00903,CUST0130,2024-10-08
ORD00904,CUST0020,2024-04-20
ORD00905,CUST0076,2024-01-06
ORD00906,CUST0243,2024-03-15
ORD00907,CUST0228,2024-09-01
ORD00908,CUST0269,2024-12-26
ORD00909,CUST0055,2024-03-04
ORD00910,CUST0155,2024-03-09
ORD00911,CUST0145,2024-01-24
ORD00912,CUST0117,2024-04-08
ORD00913,CUST0067,2024-08-07
ORD00914,CUST0114,2024-02-08
ORD00915,CUST0152,2024-04-12
ORD00916,CUST0157,2024-08-04
ORD00917,CUST0042,2024-12-26
ORD00918,CUST0133,2024-12-13
ORD00919,CUST0277,2024-05-21
ORD00920,CUST0128,2024-05-31
ORD00921,CUST0042,2024-12-29
ORD00922,CUST0079,2024-04-22
ORD00923,CUST0175,2024-12-09
ORD00924,CUST0202,2024-08-10
ORD00925,CUST0195,2024-06-19
ORD00926,CUST0187,2024-04-21
ORD00927,CUST0113,2024-09-14
ORD00928,CUST0223,2024-02-04
ORD00929,CUST0250,2024-11-07
ORD00930,CUST0196,2024-11-28
ORD00931,CUST0231,2024-05-04
ORD00932,CUST0273,2024-12-04
ORD00933,CUST0059,2024-08-15
ORD00934,CUST0018,2024-01-12
ORD00935,CUST0201,2024-06-01
ORD00936,CUST0053,2024-12-28
ORD00937,CUST0160,2024-08-31
ORD00938,CUST0020,2024-12-24
ORD00939,CUST0061,2024-11-21
ORD00940,CUST0100,2024-07-05
ORD00941,CUST0148,2024-02-15
ORD00942,CUST0240,2024-08-29
ORD00943,CUST0229,2024-03-03
ORD00944,CUST0240,2024-03-26
ORD00945,CUST0232,2024-09-12
ORD00946,CUST0202,2024-11-13
ORD00947,CUST0169,2024-04-29
ORD00948,CUST0234,2024-04-12
ORD00949,CUST0280,2024-04-20
ORD00950,CUST0061,2024-11-28
ORD00951,CUST0166,2024-04-06
ORD00952,CUST0031,2024-02-07
ORD00953,CUST0051,2024-10-05
ORD00954,CUST0037,2024-09-10
ORD00955,CUST0244,2024-06-29
ORD00956,CUST0245,2024-05-21
ORD00957,CUST0280,2024-03-20
ORD00958,CUST0182,2024-12-20
ORD00959,CUST0272,2024-09-17
ORD00960,CUST0144,2024-01-03
ORD00961,CUST0243,2024-04-25
ORD00962,CUST0077,2024-03-14
ORD00963,CUST0082,2024-09-23
ORD00964,CUST0241,2024-12-16
ORD00965,CUST0175,2024-03-06
ORD00966,CUST0161,2024-03-30
ORD00967,CUST0202,2024-09-14
ORD00968,CUST0194,2024-05-18
ORD00969,CUST0287,2024-03-11
ORD00970,CUST0202,2024-03-01
ORD00971,CUST0220,2024-04-04
ORD00972,CUST0020,2024-03-03
ORD00973,CUST0093,2024-10-08
ORD00974,CUST0143,2024-12-29
ORD00975,CUST0013,2024-10-10
ORD00976,CUST0022,2024-08-21
ORD00977,CUST0081,2024-02-14
ORD00978,CUST0108,2024-10-24
ORD00979,CUST0228,2024-11-24
ORD00980,CUST0243,2024-08-02
ORD00981,CUST0239,2024-05-16
ORD00982,CUST0085,2024-01-21
ORD00983,CUST0284,2024-09-13
ORD00984,CUST0128,2024-03-10
ORD00985,CUST0248,2024-01-09
ORD00986,CUST0031,2024-01-14
ORD00987,CUST0213,2024-05-31
ORD00988,CUST0135,2024-11-30
ORD00989,CUST0162,2024-10-07
ORD00990,CUST0264,2024-05-16
ORD00991,CUST0081,2024-07-23
ORD00992,CUST0177,2024-08-16
ORD00993,CUST0248,2024-01-20
ORD00994,CUST0297,2024-08-16
ORD00995,CUST0047,2024-04-09
ORD00996,CUST0056,2024-06-16
ORD00997,CUST0086,2024-06-07
ORD00998,CUST0026,2024-02-11
ORD00999,CUST0049,2024-11-17
ORD01000,CUST0141,2024-09-10
