order_id,product_id,quantity,unit_price,discount
ORD00285,PROD004,1,1905,0.24
ORD00286,PROD012,4,215,0.28
ORD00286,PROD003,4,1220,0.28
ORD00287,PROD012,1,215,0.2
ORD00288,PROD003,2,1220,0.16
ORD00288,PROD006,2,1047,0.19
ORD00288,PROD004,1,1905,0.0
ORD00289,PROD003,5,1220,0.13
ORD00289,PROD011,2,1093,0.25
ORD00290,PROD004,3,1905,0.3
ORD00290,PROD001,5,1723,0.18
ORD00290,PROD008,1,1365,0.12
ORD00291,PROD003,2,1220,0.25
ORD00291,PROD010,3,321,0.01
ORD00291,PROD005,3,587,0.12
ORD00292,PROD007,5,870,0.1
ORD00292,PROD008,3,1365,0.2
ORD00293,PROD003,4,1220,0.04
ORD00294,PROD012,2,215,0.0
ORD00294,PROD003,5,1220,0.3
ORD00294,PROD009,4,796,0.04
ORD00295,PROD011,1,1093,0.07
ORD00295,PROD003,4,1220,0.17
ORD00295,PROD004,1,1905,0.06
ORD00295,PROD002,5,1459,0.29
ORD00296,PROD005,5,587,0.29
ORD00296,PROD001,3,1723,0.02
ORD00297,PROD006,4,1047,0.27
ORD00297,PROD003,2,1220,0.26
ORD00297,PROD004,2,1905,0.18
ORD00297,PROD008,5,1365,0.24
ORD00298,PROD002,2,1459,0.28
ORD00298,PROD004,3,1905,0.14
ORD00299,PROD007,2,870,0.13
ORD00299,PROD004,1,1905,0.21
ORD00300,PROD004,4,1905,0.04
ORD00300,PROD012,4,215,0.18
ORD00300,PROD009,3,796,0.15
ORD00300,PROD010,4,321,0.27
ORD00301,PROD011,1,1093,0.13
ORD00301,PROD008,2,1365,0.18
ORD00302,PROD006,5,1047,0.01
ORD00302,PROD006,2,1047,0.18
ORD00302,PROD003,2,1220,0.15
ORD00302,PROD003,5,1220,0.28
ORD00303,PROD004,3,1905,0.08
ORD00303,PROD005,5,587,0.18
ORD00303,PROD012,3,215,0.16
ORD00304,PROD003,2,1220,0.23
ORD00304,PROD011,4,1093,0.11
ORD00305,PROD001,4,1723,0.1
ORD00305,PROD004,5,1905,0.19
ORD00305,PROD001,3,1723,0.05
ORD00306,PROD009,1,796,0.01
ORD00306,PROD009,2,796,0.2
ORD00306,PROD002,5,1459,0.16
ORD00306,PROD009,4,796,0.24
ORD00307,PROD010,4,321,0.12
ORD00307,PROD008,1,1365,0.27
ORD00308,PROD009,3,796,0.12
ORD00308,PROD001,5,1723,0.25
ORD00309,PROD010,2,321,0.03
ORD00310,PROD002,2,1459,0.28
ORD00310,PROD006,5,1047,0.07
ORD00310,PROD012,2,215,0.09
ORD00311,PROD008,4,1365,0.29
ORD00311,PROD003,3,1220,0.27
ORD00312,PROD011,3,1093,0.3
ORD00312,PROD003,4,1220,0.2
ORD00313,PROD012,1,215,0.28
ORD00314,PROD009,1,796,0.14
ORD00314,PROD002,5,1459,0.0
ORD00314,PROD004,4,1905,0.18
ORD00315,PROD006,2,1047,0.26
ORD00315,PROD001,3,1723,0.24
ORD00315,PROD002,3,1459,0.07
ORD00316,PROD005,3,587,0.11
ORD00316,PROD007,2,870,0.27
ORD00316,PROD002,2,1459,0.19
ORD00316,PROD009,2,796,0.24
ORD00317,PROD009,2,796,0.2
ORD00317,PROD003,5,1220,0.18
ORD00318,PROD004,2,1905,0.2
ORD00318,PROD010,4,321,0.03
ORD00318,PROD006,5,1047,0.29
ORD00318,PROD006,4,1047,0.07
ORD00319,PROD005,5,587,0.19
ORD00319,PROD007,1,870,0.09
ORD00319,PROD007,4,870,0.26
ORD00319,PROD011,5,1093,0.12
ORD00320,PROD001,3,1723,0.21
ORD00321,PROD005,1,587,0.25
ORD00321,PROD005,4,587,0.04
ORD00321,PROD001,4,1723,0.13
ORD00322,PROD008,4,1365,0.23
ORD00323,PROD002,5,1459,0.15
ORD00323,PROD009,5,796,0.2
ORD00324,PROD010,4,321,0.01
ORD00324,PROD002,2,1459,0.16
ORD00324,PROD007,5,870,0.19
ORD00325,PROD008,5,1365,0.23
ORD00326,PROD009,1,796,0.2
ORD00326,PROD011,4,1093,0.27
ORD00326,PROD011,1,1093,0.29
ORD00327,PROD007,1,870,0.3
ORD00327,PROD002,3,1459,0.23
ORD00327,PROD008,3,1365,0.19
ORD00327,PROD005,1,587,0.26
ORD00328,PROD009,2,796,0.29
ORD00328,PROD009,3,796,0.02
ORD00328,PROD009,2,796,0.13
ORD00329,PROD001,1,1723,0.06
ORD00329,PROD011,2,1093,0.2
ORD00329,PROD006,4,1047,0.12
ORD00329,PROD009,4,796,0.08
ORD00330,PROD005,5,587,0.09
ORD00331,PROD006,3,1047,0.01
ORD00331,PROD005,1,587,0.15
ORD00332,PROD007,2,870,0.13
ORD00333,PROD007,2,870,0.22
ORD00333,PROD006,2,1047,0.16
ORD00333,PROD005,1,587,0.06
ORD00333,PROD004,2,1905,0.21
ORD00334,PROD011,4,1093,0.12
ORD00334,PROD004,5,1905,0.01
ORD00334,PROD010,2,321,0.29
ORD00335,PROD011,2,1093,0.12
ORD00335,PROD008,3,1365,0.02
ORD00335,PROD007,2,870,0.28
ORD00336,PROD006,4,1047,0.03
ORD00336,PROD012,2,215,0.07
ORD00336,PROD006,1,1047,0.24
ORD00337,PROD006,4,1047,0.21
ORD00337,PROD009,4,796,0.05
ORD00338,PROD002,1,1459,0.25
ORD00338,PROD008,4,1365,0.04
ORD00339,PROD005,2,587,0.05
ORD00339,PROD007,1,870,0.19
ORD00339,PROD001,3,1723,0.17
ORD00339,PROD004,4,1905,0.3
ORD00340,PROD008,3,1365,0.28
ORD00341,PROD001,3,1723,0.29
ORD00341,PROD010,1,321,0.22
ORD00341,PROD010,2,321,0.16
ORD00342,PROD009,4,796,0.24
ORD00342,PROD008,1,1365,0.08
ORD00343,PROD005,2,587,0.0
ORD00343,PROD001,2,1723,0.22
ORD00343,PROD008,3,1365,0.11
ORD00343,PROD012,5,215,0.11
ORD00344,PROD003,4,1220,0.11
ORD00345,PROD010,4,321,0.16
ORD00346,PROD006,5,1047,0.11
ORD00346,PROD011,1,1093,0.01
ORD00347,PROD001,1,1723,0.12
ORD00348,PROD010,2,321,0.26
ORD00348,PROD007,5,870,0.3
ORD00348,PROD002,5,1459,0.04
ORD00349,PROD008,1,1365,0.08
ORD00349,PROD006,3,1047,0.21
ORD00350,PROD004,1,1905,0.02
ORD00350,PROD007,3,870,0.15
ORD00350,PROD011,3,1093,0.08
ORD00351,PROD009,2,796,0.04
ORD00351,PROD003,3,1220,0.19
ORD00351,PROD007,2,870,0.13
ORD00352,PROD008,2,1365,0.01
ORD00353,PROD005,2,587,0.18
ORD00353,PROD006,3,1047,0.09
ORD00354,PROD007,1,870,0.03
ORD00354,PROD003,3,1220,0.29
ORD00355,PROD011,3,1093,0.29
ORD00356,PROD007,1,870,0.1
ORD00357,PROD004,4,1905,0.18
ORD00358,PROD010,5,321,0.11
ORD00358,PROD009,2,796,0.24
ORD00358,PROD010,2,321,0.26
ORD00358,PROD009,4,796,0.16
ORD00359,PROD011,3,1093,0.02
ORD00359,PROD002,3,1459,0.14
ORD00359,PROD009,3,796,0.22
ORD00359,PROD001,4,1723,0.27
ORD00360,PROD012,3,215,0.2
ORD00360,PROD002,3,1459,0.04
ORD00361,PROD012,2,215,0.11
ORD00362,PROD006,4,1047,0.06
ORD00362,PROD012,1,215,0.3
ORD00363,PROD003,1,1220,0.05
ORD00363,PROD004,4,1905,0.28
ORD00363,PROD007,2,870,0.01
ORD00363,PROD006,5,1047,0.18
ORD00364,PROD002,3,1459,0.14
ORD00365,PROD007,1,870,0.1
ORD00365,PROD006,2,1047,0.21
ORD00365,PROD008,4,1365,0.17
ORD00365,PROD010,1,321,0.21
ORD00366,PROD002,2,1459,0.2
ORD00366,PROD011,4,1093,0.08
ORD00367,PROD002,5,1459,0.09
ORD00367,PROD008,5,1365,0.22
ORD00367,PROD010,3,321,0.26
ORD00368,PROD003,5,1220,0.18
ORD00368,PROD010,1,321,0.16
ORD00368,PROD001,5,1723,0.21
ORD00369,PROD008,1,1365,0.07
ORD00369,PROD007,4,870,0.19
ORD00370,PROD011,3,1093,0.09
ORD00371,PROD011,4,1093,0.27
ORD00371,PROD011,4,1093,0.0
ORD00371,PROD009,2,796,0.16
ORD00372,PROD006,2,1047,0.28
ORD00372,PROD002,5,1459,0.1
ORD00372,PROD006,5,1047,0.03
ORD00372,PROD011,2,1093,0.03
ORD00373,PROD001,1,1723,0.23
ORD00374,PROD001,3,1723,0.09
ORD00374,PROD011,3,1093,0.17
ORD00374,PROD009,4,796,0.23
ORD00375,PROD007,5,870,0.11
ORD00375,PROD002,1,1459,0.11
ORD00376,PROD002,4,1459,0.11
ORD00376,PROD008,5,1365,0.16
ORD00377,PROD002,4,1459,0.05
ORD00377,PROD008,4,1365,0.24
ORD00378,PROD011,3,1093,0.16
ORD00379,PROD005,5,587,0.2
ORD00379,PROD001,1,1723,0.03
ORD00379,PROD005,5,587,0.21
ORD00379,PROD001,2,1723,0.05
ORD00380,PROD011,4,1093,0.12
ORD00381,PROD009,2,796,0.23
ORD00381,PROD003,2,1220,0.09
ORD00381,PROD003,1,1220,0.14
ORD00381,PROD005,2,587,0.27
ORD00382,PROD002,3,1459,0.02
ORD00382,PROD006,4,1047,0.22
ORD00382,PROD007,3,870,0.08
ORD00383,PROD006,3,1047,0.03
ORD00384,PROD004,2,1905,0.17
ORD00385,PROD006,4,1047,0.26
ORD00385,PROD009,1,796,0.22
ORD00385,PROD011,4,1093,0.17
ORD00386,PROD005,5,587,0.1
ORD00387,PROD003,4,1220,0.14
ORD00387,PROD004,3,1905,0.2
ORD00387,PROD004,5,1905,0.3
ORD00388,PROD003,4,1220,0.24
ORD00388,PROD005,4,587,0.22
ORD00389,PROD010,5,321,0.26
ORD00389,PROD010,2,321,0.21
ORD00390,PROD006,1,1047,0.24
ORD00390,PROD008,4,1365,0.2
ORD00390,PROD002,3,1459,0.12
ORD00391,PROD007,3,870,0.17
ORD00392,PROD009,3,796,0.01
ORD00393,PROD007,4,870,0.07
ORD00393,PROD010,4,321,0.15
ORD00394,PROD003,5,1220,0.13
ORD00395,PROD001,5,1723,0.12
ORD00395,PROD008,2,1365,0.06
ORD00395,PROD006,3,1047,0.08
ORD00395,PROD002,4,1459,0.12
ORD00396,PROD007,2,870,0.18
ORD00396,PROD003,3,1220,0.06
ORD00396,PROD005,3,587,0.18
ORD00396,PROD006,4,1047,0.22
ORD00397,PROD001,5,1723,0.26
ORD00398,PROD001,1,1723,0.09
ORD00399,PROD008,1,1365,0.05
ORD00399,PROD003,3,1220,0.06
ORD00400,PROD004,1,1905,0.04
ORD00400,PROD004,5,1905,0.2
ORD00400,PROD007,2,870,0.27
ORD00400,PROD005,3,587,0.29
ORD00401,PROD007,3,870,0.1
ORD00401,PROD010,5,321,0.08
ORD00402,PROD005,1,587,0.08
ORD00402,PROD011,5,1093,0.19
ORD00402,PROD004,3,1905,0.14
ORD00402,PROD006,3,1047,0.01
ORD00403,PROD009,4,796,0.06
ORD00403,PROD011,1,1093,0.19
ORD00403,PROD006,5,1047,0.09
ORD00403,PROD003,4,1220,0.21
ORD00404,PROD002,4,1459,0.11
ORD00405,PROD002,1,1459,0.17
ORD00406,PROD010,5,321,0.2
ORD00406,PROD010,5,321,0.3
ORD00406,PROD010,1,321,0.15
ORD00406,PROD003,1,1220,0.1
ORD00407,PROD004,1,1905,0.22
ORD00407,PROD001,5,1723,0.2
ORD00407,PROD012,2,215,0.07
ORD00407,PROD002,4,1459,0.15
ORD00408,PROD005,3,587,0.25
ORD00409,PROD010,5,321,0.24
ORD00409,PROD010,5,321,0.11
ORD00409,PROD003,2,1220,0.2
ORD00410,PROD004,3,1905,0.07
ORD00411,PROD005,3,587,0.1
ORD00411,PROD011,4,1093,0.15
ORD00412,PROD012,2,215,0.02
ORD00412,PROD004,1,1905,0.27
ORD00413,PROD005,3,587,0.14
ORD00413,PROD004,1,1905,0.12
ORD00413,PROD006,4,1047,0.19
ORD00414,PROD004,1,1905,0.07
ORD00415,PROD008,3,1365,0.02
ORD00415,PROD008,2,1365,0.24
ORD00416,PROD011,4,1093,0.02
ORD00416,PROD008,2,1365,0.11
ORD00417,PROD001,5,1723,0.13
ORD00417,PROD012,5,215,0.2
ORD00417,PROD001,3,1723,0.27
ORD00417,PROD012,1,215,0.23
ORD00418,PROD001,5,1723,0.28
ORD00418,PROD001,3,1723,0.23
ORD00419,PROD004,1,1905,0.29
ORD00419,PROD007,5,870,0.1
ORD00420,PROD001,5,1723,0.02
ORD00420,PROD001,4,1723,0.17
ORD00420,PROD011,3,1093,0.12
ORD00421,PROD002,1,1459,0.25
ORD00421,PROD010,4,321,0.01
ORD00421,PROD011,5,1093,0.03
ORD00421,PROD003,1,1220,0.29
ORD00422,PROD007,1,870,0.2
ORD00423,PROD009,3,796,0.02
ORD00423,PROD010,4,321,0.19
ORD00423,PROD002,2,1459,0.29
ORD00424,PROD005,2,587,0.09
ORD00424,PROD006,1,1047,0.05
ORD00424,PROD003,4,1220,0.24
ORD00424,PROD004,5,1905,0.24
ORD00425,PROD006,4,1047,0.29
ORD00425,PROD007,2,870,0.23
ORD00425,PROD012,2,215,0.06
ORD00426,PROD012,5,215,0.16
ORD00426,PROD012,2,215,0.29
ORD00426,PROD007,1,870,0.12
ORD00426,PROD006,5,1047,0.03
ORD00427,PROD006,5,1047,0.13
ORD00427,PROD008,3,1365,0.26
ORD00427,PROD012,3,215,0.27
ORD00427,PROD011,3,1093,0.29
ORD00428,PROD001,2,1723,0.04
ORD00429,PROD012,2,215,0.2
ORD00429,PROD011,1,1093,0.24
ORD00429,PROD009,1,796,0.27
ORD00429,PROD012,3,215,0.12
ORD00430,PROD002,1,1459,0.08
ORD00430,PROD002,5,1459,0.07
ORD00430,PROD001,4,1723,0.01
ORD00431,PROD004,4,1905,0.07
ORD00431,PROD001,5,1723,0.14
ORD00432,PROD010,2,321,0.1
ORD00433,PROD011,4,1093,0.2
ORD00433,PROD009,2,796,0.13
ORD00434,PROD002,2,1459,0.26
ORD00434,PROD010,4,321,0.22
ORD00434,PROD006,1,1047,0.16
ORD00435,PROD002,1,1459,0.14
ORD00435,PROD009,4,796,0.08
ORD00435,PROD006,4,1047,0.22
ORD00435,PROD010,2,321,0.11
ORD00436,PROD011,4,1093,0.16
ORD00436,PROD008,1,1365,0.18
ORD00436,PROD007,5,870,0.1
ORD00437,PROD010,3,321,0.22
ORD00438,PROD005,4,587,0.27
ORD00438,PROD008,3,1365,0.12
ORD00438,PROD006,1,1047,0.19
ORD00438,PROD012,3,215,0.18
ORD00439,PROD008,1,1365,0.08
ORD00440,PROD011,3,1093,0.16
ORD00440,PROD002,4,1459,0.01
ORD00440,PROD011,5,1093,0.23
ORD00440,PROD009,1,796,0.15
ORD00441,PROD006,4,1047,0.12
ORD00441,PROD001,1,1723,0.17
ORD00441,PROD006,5,1047,0.25
ORD00442,PROD009,2,796,0.18
ORD00442,PROD008,4,1365,0.07
ORD00443,PROD010,5,321,0.1
ORD00443,PROD011,5,1093,0.15
ORD00443,PROD005,2,587,0.22
ORD00443,PROD005,5,587,0.07
ORD00444,PROD007,3,870,0.29
ORD00444,PROD012,5,215,0.09
ORD00445,PROD005,3,587,0.09
ORD00446,PROD002,4,1459,0.03
ORD00447,PROD009,1,796,0.0
ORD00447,PROD011,2,1093,0.22
ORD00447,PROD009,5,796,0.08
ORD00447,PROD005,1,587,0.27
ORD00448,PROD002,1,1459,0.14
ORD00449,PROD012,5,215,0.04
ORD00449,PROD012,4,215,0.05
ORD00449,PROD011,1,1093,0.27
ORD00449,PROD003,2,1220,0.11
ORD00450,PROD002,2,1459,0.12
ORD00450,PROD007,4,870,0.19
ORD00450,PROD006,5,1047,0.15
ORD00450,PROD012,5,215,0.19
ORD00451,PROD012,4,215,0.2
ORD00451,PROD003,1,1220,0.0
ORD00451,PROD009,1,796,0.28
ORD00451,PROD003,5,1220,0.11
ORD00452,PROD012,2,215,0.11
ORD00453,PROD004,3,1905,0.08
ORD00453,PROD003,5,1220,0.0
ORD00453,PROD012,2,215,0.04
ORD00454,PROD012,2,215,0.27
ORD00455,PROD002,5,1459,0.28
ORD00456,PROD001,2,1723,0.28
ORD00457,PROD012,1,215,0.13
ORD00457,PROD004,1,1905,0.22
ORD00458,PROD001,5,1723,0.11
ORD00458,PROD010,3,321,0.01
ORD00459,PROD004,1,1905,0.18
ORD00459,PROD001,5,1723,0.29
ORD00459,PROD004,5,1905,0.21
ORD00459,PROD005,1,587,0.1
ORD00460,PROD004,1,1905,0.03
ORD00461,PROD011,5,1093,0.14
ORD00461,PROD008,3,1365,0.28
ORD00461,PROD011,5,1093,0.18
ORD00462,PROD010,3,321,0.0
ORD00462,PROD001,1,1723,0.11
ORD00462,PROD001,3,1723,0.21
ORD00462,PROD006,3,1047,0.19
ORD00463,PROD012,5,215,0.15
ORD00464,PROD007,4,870,0.27
ORD00465,PROD005,1,587,0.29
ORD00465,PROD004,2,1905,0.21
ORD00465,PROD004,2,1905,0.06
ORD00466,PROD005,2,587,0.07
ORD00466,PROD010,3,321,0.25
ORD00466,PROD009,3,796,0.1
ORD00467,PROD007,4,870,0.19
ORD00468,PROD006,1,1047,0.02
ORD00468,PROD004,4,1905,0.18
ORD00468,PROD002,4,1459,0.24
ORD00469,PROD007,1,870,0.28
ORD00470,PROD002,1,1459,0.2
ORD00470,PROD005,5,587,0.01
ORD00471,PROD011,5,1093,0.29
ORD00471,PROD009,2,796,0.03
ORD00471,PROD011,5,1093,0.24
ORD00471,PROD006,4,1047,0.14
ORD00472,PROD012,3,215,0.25
ORD00472,PROD006,2,1047,0.01
ORD00472,PROD012,3,215,0.12
ORD00472,PROD001,2,1723,0.27
ORD00473,PROD007,4,870,0.16
ORD00473,PROD011,5,1093,0.07
ORD00473,PROD004,5,1905,0.01
ORD00474,PROD009,3,796,0.25
ORD00474,PROD002,5,1459,0.05
ORD00475,PROD002,2,1459,0.15
ORD00475,PROD004,4,1905,0.01
ORD00476,PROD011,2,1093,0.13
ORD00476,PROD012,3,215,0.24
ORD00476,PROD006,4,1047,0.27
ORD00477,PROD012,1,215,0.18
ORD00477,PROD007,1,870,0.15
ORD00477,PROD003,2,1220,0.06
ORD00478,PROD004,4,1905,0.2
ORD00478,PROD003,5,1220,0.2
ORD00479,PROD001,5,1723,0.14
ORD00479,PROD006,2,1047,0.18
ORD00479,PROD002,3,1459,0.19
ORD00480,PROD008,4,1365,0.09
ORD00480,PROD006,4,1047,0.25
ORD00480,PROD006,4,1047,0.27
ORD00480,PROD006,4,1047,0.16
ORD00481,PROD001,4,1723,0.01
ORD00481,PROD004,1,1905,0.01
ORD00481,PROD011,3,1093,0.29
ORD00481,PROD003,5,1220,0.25
ORD00482,PROD001,1,1723,0.21
ORD00482,PROD006,1,1047,0.28
ORD00482,PROD009,4,796,0.13
ORD00482,PROD004,1,1905,0.29
ORD00483,PROD004,2,1905,0.11
ORD00484,PROD011,5,1093,0.08
ORD00484,PROD012,5,215,0.08
ORD00484,PROD012,1,215,0.11
ORD00485,PROD009,4,796,0.27
ORD00485,PROD007,5,870,0.25
ORD00485,PROD002,3,1459,0.21
ORD00485,PROD010,3,321,0.21
ORD00486,PROD002,1,1459,0.16
ORD00486,PROD011,3,1093,0.2
ORD00486,PROD012,5,215,0.12
ORD00486,PROD004,2,1905,0.14
ORD00487,PROD009,5,796,0.04
ORD00488,PROD005,4,587,0.29
ORD00488,PROD011,3,1093,0.28
ORD00488,PROD002,5,1459,0.22
ORD00489,PROD005,1,587,0.08
ORD00489,PROD004,2,1905,0.21
ORD00489,PROD010,3,321,0.05
ORD00489,PROD010,1,321,0.2
ORD00490,PROD006,1,1047,0.06
ORD00490,PROD001,3,1723,0.0
ORD00491,PROD006,1,1047,0.24
ORD00491,PROD012,3,215,0.21
ORD00491,PROD003,2,1220,0.18
ORD00491,PROD008,3,1365,0.06
ORD00492,PROD006,3,1047,0.27
ORD00493,PROD008,4,1365,0.17
ORD00493,PROD011,3,1093,0.14
ORD00493,PROD010,1,321,0.25
ORD00494,PROD010,3,321,0.27
ORD00494,PROD005,2,587,0.03
ORD00494,PROD004,5,1905,0.14
ORD00495,PROD005,5,587,0.25
ORD00496,PROD007,4,870,0.15
ORD00497,PROD001,4,1723,0.08
ORD00497,PROD005,3,587,0.19
ORD00497,PROD005,3,587,0.1
ORD00497,PROD011,4,1093,0.05
ORD00498,PROD007,1,870,0.0
ORD00499,PROD003,2,1220,0.1
ORD00499,PROD011,5,1093,0.25
ORD00499,PROD003,4,1220,0.17
ORD00500,PROD005,2,587,0.29
ORD00500,PROD009,1,796,0.27
ORD00500,PROD006,5,1047,0.13
ORD00500,PROD005,4,587,0.15
ORD00501,PROD002,2,1459,0.18
ORD00501,PROD010,5,321,0.05
ORD00501,PROD009,2,796,0.16
ORD00502,PROD004,1,1905,0.13
ORD00502,PROD003,1,1220,0.07
ORD00502,PROD006,1,1047,0.17
ORD00503,PROD007,5,870,0.19
ORD00503,PROD012,2,215,0.11
ORD00504,PROD012,1,215,0.05
ORD00504,PROD006,4,1047,0.2
ORD00504,PROD004,1,1905,0.21
ORD00505,PROD007,1,870,0.02
ORD00505,PROD008,3,1365,0.11
ORD00506,PROD010,2,321,0.12
ORD00507,PROD010,2,321,0.0
ORD00507,PROD011,5,1093,0.2
ORD00507,PROD009,1,796,0.05
ORD00508,PROD010,2,321,0.1
ORD00508,PROD004,5,1905,0.27
ORD00508,PROD006,1,1047,0.27
ORD00509,PROD012,4,215,0.15
ORD00510,PROD010,2,321,0.28
ORD00510,PROD002,4,1459,0.17
ORD00510,PROD009,2,796,0.09
ORD00511,PROD007,2,870,0.28
ORD00512,PROD004,5,1905,0.25
ORD00512,PROD011,2,1093,0.2
ORD00513,PROD011,5,1093,0.18
ORD00513,PROD007,1,870,0.21
ORD00513,PROD003,3,1220,0.09
ORD00513,PROD005,2,587,0.23
ORD00514,PROD010,2,321,0.08
ORD00514,PROD002,1,1459,0.13
ORD00514,PROD012,2,215,0.08
ORD00514,PROD002,3,1459,0.04
ORD00515,PROD006,5,1047,0.11
ORD00516,PROD002,3,1459,0.17
ORD00516,PROD009,5,796,0.3
ORD00517,PROD003,4,1220,0.17
ORD00517,PROD001,1,1723,0.16
ORD00517,PROD008,3,1365,0.21
ORD00517,PROD005,2,587,0.24
ORD00518,PROD011,4,1093,0.08
ORD00519,PROD004,3,1905,0.12
ORD00519,PROD012,4,215,0.3
ORD00519,PROD005,5,587,0.18
ORD00519,PROD002,3,1459,0.2
ORD00520,PROD003,4,1220,0.12
ORD00521,PROD004,2,1905,0.23
ORD00522,PROD005,2,587,0.23
ORD00522,PROD001,4,1723,0.26
ORD00522,PROD002,3,1459,0.24
ORD00522,PROD003,2,1220,0.01
ORD00523,PROD011,2,1093,0.15
ORD00524,PROD012,2,215,0.19
ORD00525,PROD005,2,587,0.14
ORD00526,PROD003,4,1220,0.05
ORD00527,PROD010,4,321,0.23
ORD00528,PROD002,3,1459,0.11
ORD00528,PROD006,2,1047,0.28
ORD00528,PROD012,3,215,0.23
ORD00529,PROD007,1,870,0.26
ORD00529,PROD012,3,215,0.1
ORD00529,PROD012,4,215,0.26
ORD00529,PROD007,2,870,0.11
ORD00530,PROD007,1,870,0.15
ORD00530,PROD010,2,321,0.17
ORD00530,PROD002,5,1459,0.08
ORD00531,PROD004,4,1905,0.26
ORD00531,PROD011,3,1093,0.18
ORD00532,PROD002,2,1459,0.01
ORD00532,PROD008,1,1365,0.18
ORD00532,PROD012,1,215,0.21
ORD00532,PROD005,3,587,0.29
ORD00533,PROD005,3,587,0.01
ORD00533,PROD002,2,1459,0.18
ORD00534,PROD007,5,870,0.2
ORD00534,PROD009,4,796,0.08
ORD00534,PROD008,5,1365,0.16
ORD00535,PROD010,5,321,0.23
ORD00535,PROD008,4,1365,0.04
ORD00536,PROD009,2,796,0.06
ORD00537,PROD011,4,1093,0.13
ORD00538,PROD002,4,1459,0.05
ORD00538,PROD006,5,1047,0.16
ORD00538,PROD007,2,870,0.17
ORD00539,PROD001,3,1723,0.26
ORD00539,PROD012,2,215,0.16
ORD00539,PROD012,1,215,0.04
ORD00539,PROD012,1,215,0.11
ORD00540,PROD001,5,1723,0.18
ORD00540,PROD004,1,1905,0.05
ORD00540,PROD006,5,1047,0.25
ORD00540,PROD009,3,796,0.2
ORD00541,PROD012,3,215,0.26
ORD00541,PROD001,2,1723,0.27
ORD00542,PROD002,5,1459,0.01
ORD00542,PROD002,2,1459,0.23
ORD00543,PROD002,5,1459,0.26
ORD00543,PROD003,3,1220,0.15
ORD00543,PROD007,4,870,0.21
ORD00543,PROD002,4,1459,0.05
ORD00544,PROD003,4,1220,0.09
ORD00544,PROD003,2,1220,0.28
ORD00545,PROD006,1,1047,0.11
ORD00545,PROD001,4,1723,0.13
ORD00545,PROD008,3,1365,0.21
ORD00546,PROD005,2,587,0.17
ORD00546,PROD011,5,1093,0.04
ORD00546,PROD003,4,1220,0.28
ORD00547,PROD007,1,870,0.29
ORD00547,PROD010,3,321,0.13
ORD00548,PROD002,2,1459,0.01
ORD00548,PROD012,2,215,0.12
ORD00549,PROD003,5,1220,0.17
ORD00549,PROD005,1,587,0.13
ORD00549,PROD006,5,1047,0.02
ORD00549,PROD007,4,870,0.06
ORD00550,PROD012,2,215,0.03
ORD00550,PROD004,5,1905,0.06
ORD00550,PROD009,5,796,0.25
ORD00550,PROD005,5,587,0.27
ORD00551,PROD011,3,1093,0.26
ORD00551,PROD012,5,215,0.25
ORD00551,PROD010,4,321,0.2
ORD00552,PROD007,1,870,0.07
ORD00552,PROD007,4,870,0.26
ORD00552,PROD004,2,1905,0.15
ORD00552,PROD005,4,587,0.29
ORD00553,PROD011,4,1093,0.23
ORD00554,PROD005,2,587,0.13
ORD00554,PROD006,4,1047,0.19
ORD00554,PROD011,1,1093,0.14
ORD00555,PROD005,5,587,0.19
ORD00555,PROD001,4,1723,0.17
ORD00555,PROD004,3,1905,0.09
ORD00556,PROD010,4,321,0.29
ORD00556,PROD007,5,870,0.16
ORD00556,PROD002,2,1459,0.18
ORD00557,PROD008,5,1365,0.2
ORD00557,PROD011,4,1093,0.01
ORD00558,PROD004,3,1905,0.05
ORD00558,PROD002,4,1459,0.18
ORD00559,PROD007,1,870,0.07
ORD00559,PROD012,1,215,0.29
ORD00559,PROD009,5,796,0.21
ORD00560,PROD007,1,870,0.1
ORD00560,PROD009,4,796,0.24
ORD00560,PROD002,4,1459,0.16
ORD00561,PROD010,4,321,0.23
ORD00562,PROD010,1,321,0.09
ORD00562,PROD011,5,1093,0.09
ORD00562,PROD012,3,215,0.14
ORD00562,PROD003,2,1220,0.27
ORD00563,PROD004,1,1905,0.23
ORD00563,PROD008,2,1365,0.13
ORD00563,PROD012,4,215,0.19
ORD00563,PROD002,5,1459,0.27
ORD00564,PROD004,4,1905,0.3
ORD00565,PROD010,4,321,0.19
ORD00566,PROD005,3,587,0.27
ORD00566,PROD007,2,870,0.0
ORD00566,PROD004,2,1905,0.1
ORD00566,PROD004,3,1905,0.19
ORD00567,PROD008,4,1365,0.29
ORD00567,PROD001,1,1723,0.02
ORD00568,PROD011,3,1093,0.27
ORD00568,PROD010,1,321,0.17
ORD00568,PROD005,3,587,0.27
ORD00569,PROD009,5,796,0.09
ORD00569,PROD010,2,321,0.05
ORD00570,PROD007,2,870,0.1
ORD00570,PROD008,4,1365,0.1
ORD00570,PROD009,4,796,0.04
ORD00570,PROD011,2,1093,0.2
ORD00571,PROD004,3,1905,0.3
ORD00571,PROD012,4,215,0.28
ORD00571,PROD008,3,1365,0.21
ORD00571,PROD005,4,587,0.25
ORD00572,PROD002,1,1459,0.22
ORD00573,PROD010,2,321,0.13
ORD00573,PROD011,5,1093,0.01
