order_id,payment_method,payment_status
ORD00840,Credit Card,Pending
ORD00841,Mpesa,Paid
ORD00842,Mpesa,Pending
ORD00843,Credit Card,Pending
ORD00844,Mpesa,Paid
ORD00845,Bank Transfer,Pending
ORD00846,Bank Transfer,Paid
ORD00847,Credit Card,Paid
ORD00848,Bank Transfer,Paid
ORD00849,Credit Card,Pending
ORD00850,Credit Card,Paid
ORD00851,Bank Transfer,Paid
ORD00852,Bank Transfer,Pending
ORD00853,Bank Transfer,Paid
ORD00854,Mpesa,Pending
ORD00855,Bank Transfer,Paid
ORD00856,Bank Transfer,Paid
ORD00857,Bank Transfer,Paid
ORD00858,Bank Transfer,Paid
ORD00859,Credit Card,Paid
ORD00860,Credit Card,Pending
ORD00861,Mpesa,Paid
ORD00862,Credit Card,Pending
ORD00863,Bank Transfer,Paid
ORD00864,Bank Transfer,Paid
ORD00865,Bank Transfer,Paid
ORD00866,Bank Transfer,Pending
ORD00867,Mpesa,Paid
ORD00868,Credit Card,Paid
ORD00869,Bank Transfer,Paid
ORD00870,Bank Transfer,Paid
ORD00871,Bank Transfer,Pending
ORD00872,Credit Card,Paid
ORD00873,Bank Transfer,Paid
ORD00874,Credit Card,Paid
ORD00875,Bank Transfer,Paid
ORD00876,Credit Card,Pending
ORD00877,Mpesa,Pending
ORD00878,Bank Transfer,Pending
ORD00879,Bank Transfer,Pending
ORD00880,Bank Transfer,Pending
ORD00881,Credit Card,Paid
ORD00882,Mpesa,Paid
ORD00883,Bank Transfer,Pending
ORD00884,Bank Transfer,Pending
ORD00885,Mpesa,Pending
ORD00886,Mpesa,Paid
ORD00887,Bank Transfer,Pending
ORD00888,Bank Transfer,Paid
ORD00889,Mpesa,Pending
ORD00890,Credit Card,Pending
ORD00891,Bank Transfer,Pending
ORD00892,Bank Transfer,Paid
ORD00893,Credit Card,Pending
ORD00894,Mpesa,Pending
ORD00895,Bank Transfer,Pending
ORD00896,Credit Card,Paid
ORD00897,Bank Transfer,Paid
ORD00898,Bank Transfer,Paid
ORD00899,Credit Card,Pending
ORD00900,Bank Transfer,Paid
ORD00901,Bank Transfer,Pending
ORD00902,Mpesa,Paid
ORD00903,Bank Transfer,Pending
ORD00904,Mpesa,Pending
ORD00905,Mpesa,Paid
ORD00906,Mpesa,Pending
ORD00907,Bank Transfer,Paid
ORD00908,Mpesa,Paid
ORD00909,Mpesa,Paid
ORD00910,Credit Card,Pending
ORD00911,Mpesa,Pending
ORD00912,Bank Transfer,Paid
ORD00913,Mpesa,Pending
ORD00914,Mpesa,Paid
ORD00915,Credit Card,Paid
ORD00916,Bank Transfer,Paid
ORD00917,Mpesa,Pending
ORD00918,Mpesa,Pending
ORD00919,Credit Card,Pending
ORD00920,Bank Transfer,Pending
ORD00921,Credit Card,Paid
ORD00922,Mpesa,Pending
ORD00923,Bank Transfer,Paid
ORD00924,Bank Transfer,Pending
ORD00925,Credit Card,Paid
ORD00926,Bank Transfer,Pending
ORD00927,Credit Card,Pending
ORD00928,Credit Card,Pending
ORD00929,Bank Transfer,Pending
ORD00930,Credit Card,Pending
ORD00931,Mpesa,Pending
ORD00932,Mpesa,Pending
ORD00933,Bank Transfer,Pending
ORD00934,Bank Transfer,Pending
ORD00935,Credit Card,Paid
ORD00936,Credit Card,Paid
ORD00937,Credit Card,Pending
ORD00938,Credit Card,Paid
ORD00939,Bank Transfer,Paid
ORD00940,Credit Card,Pending
ORD00941,Mpesa,Pending
ORD00942,Bank Transfer,Pending
ORD00943,Credit Card,Pending
ORD00944,Credit Card,Paid
ORD00945,Mpesa,Paid
ORD00946,Credit Card,Paid
ORD00947,Mpesa,Pending
ORD00948,Bank Transfer,Pending
ORD00949,Mpesa,Pending
ORD00950,Bank Transfer,Paid
ORD00951,Credit Card,Pending
ORD00952,Credit Card,Paid
ORD00953,Mpesa,Paid
ORD00954,Bank Transfer,Paid
ORD00955,Bank Transfer,Pending
ORD00956,Mpesa,Pending
ORD00957,Mpesa,Pending
ORD00958,Credit Card,Pending
ORD00959,Mpesa,Paid
ORD00960,Mpesa,Paid
ORD00961,Bank Transfer,Paid
ORD00962,Credit Card,Paid
ORD00963,Mpesa,Pending
ORD00964,Mpesa,Pending
ORD00965,Credit Card,Pending
ORD00966,Bank Transfer,Pending
ORD00967,Mpesa,Paid
ORD00968,Bank Transfer,Paid
ORD00969,Bank Transfer,Pending
ORD00970,Bank Transfer,Paid
ORD00971,Credit Card,Pending
ORD00972,Credit Card,Paid
ORD00973,Bank Transfer,Pending
ORD00974,Bank Transfer,Paid
ORD00975,Mpesa,Paid
ORD00976,Credit Card,Paid
ORD00977,Bank Transfer,Pending
ORD00978,Credit Card,Pending
ORD00979,Credit Card,Paid
ORD00980,Mpesa,Pending
ORD00981,Bank Transfer,Paid
ORD00982,Mpesa,Pending
ORD00983,Credit Card,Paid
ORD00984,Credit Card,Pending
ORD00985,Bank Transfer,Paid
ORD00986,Credit Card,Paid
ORD00987,Credit Card,Pending
ORD00988,Bank Transfer,Pending
ORD00989,Bank Transfer,Paid
ORD00990,Mpesa,Pending
ORD00991,Credit Card,Pending
ORD00992,Bank Transfer,Paid
ORD00993,Bank Transfer,Paid
ORD00994,Mpesa,Pending
ORD00995,Bank Transfer,Paid
ORD00996,Credit Card,Pending
ORD00997,Bank Transfer,Pending
ORD00998,Credit Card,Paid
ORD00999,Credit Card,Paid
ORD01000,Mpesa,Paid
